seqn.,myunique_id,myanger_direction,Target,mydeveloper_comment,R11,R12,R31,R32,R51,R52,POS,DEP,Targets
275,30241_6,ob,using,'Using a Date as a PK is horrible.',,,,,,,"[(""'"", '``'), ('Using', 'VBG'), ('a', 'DT'), ('Date', 'NN'), ('as', 'IN'), ('a', 'DT'), ('PK', 'NN'), ('is', 'VBZ'), ('horrible', 'JJ'), ('.', '.'), (""'"", ""''"")]","[('ROOT', 0, 2), ('punct', 2, 1), ('det', 4, 3), ('obj', 2, 4), ('mark', 9, 5), ('det', 7, 6), ('nsubj', 9, 7), ('cop', 9, 8), ('advcl', 2, 9), ('punct', 2, 10), ('punct', 2, 11)]",
276,135733_6,self,I,'I must have dumb hat on today.',,,,,I ,,"[(""'"", '``'), ('I', 'PRP'), ('must', 'MD'), ('have', 'VB'), ('dumb', 'JJ'), ('hat', 'NN'), ('on', 'IN'), ('today', 'NN'), ('.', '.'), (""'"", ""''"")]","[('ROOT', 0, 4), ('punct', 4, 1), ('nsubj', 4, 2), ('aux', 4, 3), ('amod', 6, 5), ('obj', 4, 6), ('case', 8, 7), ('obl', 4, 8), ('punct', 4, 9), ('punct', 4, 10)]",
277,14358_2,ob,performance,'The screaming read performance of Hibernate Search is offset by horrible write performance as an update to a branch in a Document cascades back to a full root object initialization as the entire Document has to be recreated from scratch.',,,,,,,"[(""'"", '``'), ('The', 'DT'), ('screaming', 'VBG'), ('read', 'VBN'), ('performance', 'NN'), ('of', 'IN'), ('Hibernate', 'NNP'), ('Search', 'NNP'), ('is', 'VBZ'), ('offset', 'VBN'), ('by', 'IN'), ('horrible', 'JJ'), ('write', 'NN'), ('performance', 'NN'), ('as', 'IN'), ('an', 'DT'), ('update', 'NN'), ('to', 'IN'), ('a', 'DT'), ('branch', 'NN'), ('in', 'IN'), ('a', 'DT'), ('Document', 'NN'), ('cascades', 'VBZ'), ('back', 'RB'), ('to', 'IN'), ('a', 'DT'), ('full', 'JJ'), ('root', 'NN'), ('object', 'NN'), ('initialization', 'NN'), ('as', 'IN'), ('the', 'DT'), ('entire', 'JJ'), ('Document', 'NN'), ('has', 'VBZ'), ('to', 'TO'), ('be', 'VB'), ('recreated', 'VBN'), ('from', 'IN'), ('scratch', 'NN'), ('.', '.'), (""'"", ""''"")]","[('ROOT', 0, 1), ('det', 5, 2), ('amod', 5, 3), ('amod', 5, 4), ('nsubj:pass', 10, 5), ('case', 8, 6), ('compound', 8, 7), ('nmod', 5, 8), ('aux:pass', 10, 9), ('dep', 1, 10), ('case', 14, 11), ('amod', 14, 12), ('compound', 14, 13), ('obl', 10, 14), ('case', 17, 15), ('det', 17, 16), ('nmod', 14, 17), ('case', 20, 18), ('det', 20, 19), ('nmod', 17, 20), ('case', 23, 21), ('det', 23, 22), ('nmod', 20, 23), ('acl', 14, 24), ('advmod', 24, 25), ('case', 31, 26), ('det', 31, 27), ('amod', 30, 28), ('compound', 30, 29), ('compound', 31, 30), ('obl', 25, 31), ('mark', 39, 32), ('det', 35, 33), ('amod', 35, 34), ('nsubj:pass', 39, 35), ('aux', 39, 36), ('mark', 39, 37), ('aux:pass', 39, 38), ('advcl', 24, 39), ('case', 41, 40), ('obl', 39, 41), ('punct', 10, 42), ('punct', 10, 43)]",I 
278,129071_1,ob,issue,'This issue is really annoying... another possible fix.',,,,,,,"[(""'"", '``'), ('This', 'DT'), ('issue', 'NN'), ('is', 'VBZ'), ('really', 'RB'), ('annoying', 'JJ'), ('...', ','), ('another', 'DT'), ('possible', 'JJ'), ('fix', 'NN'), ('.', '.'), (""'"", ""''"")]","[('ROOT', 0, 1), ('det', 3, 2), ('nsubj', 6, 3), ('cop', 6, 4), ('advmod', 6, 5), ('dep', 1, 6), ('punct', 6, 7), ('det', 10, 8), ('amod', 10, 9), ('dep', 6, 10), ('punct', 6, 11), ('punct', 6, 12)]",
279,167788_22,ob,this/check,'launchContext.getUser.equalstokenId.getApplicationSubmitter this is now a worthless check.',,,,,,,"[(""'"", '``'), ('launchContext.getUser.equalstokenId.getApplicationSubmitter', 'NN'), ('this', 'DT'), ('is', 'VBZ'), ('now', 'RB'), ('a', 'DT'), ('worthless', 'JJ'), ('check', 'NN'), ('.', '.'), (""'"", ""''"")]","[('ROOT', 0, 8), ('punct', 8, 1), ('compound', 3, 2), ('nsubj', 8, 3), ('cop', 8, 4), ('advmod', 8, 5), ('det', 8, 6), ('amod', 8, 7), ('punct', 8, 9), ('punct', 8, 10)]",
280,376569_1,ob,mistake,'Stupid mistake.',,,,,,,"[(""'"", '``'), ('Stupid', 'JJ'), ('mistake', 'NN'), ('.', '.'), (""'"", ""''"")]","[('ROOT', 0, 3), ('punct', 3, 1), ('amod', 3, 2), ('punct', 3, 4), ('punct', 3, 5)]",
281,153473_14,ob,checking,' Checking an environment variable to decide whether to wrap the callback in a Ruby thread is ugly.',,,,,,,"[(""'"", '``'), ('Checking', 'VBG'), ('an', 'DT'), ('environment', 'NN'), ('variable', 'JJ'), ('to', 'TO'), ('decide', 'VB'), ('whether', 'IN'), ('to', 'TO'), ('wrap', 'VB'), ('the', 'DT'), ('callback', 'NN'), ('in', 'IN'), ('a', 'DT'), ('Ruby', 'NNP'), ('thread', 'NN'), ('is', 'VBZ'), ('ugly', 'JJ'), ('.', '.'), (""'"", ""''"")]","[('ROOT', 0, 18), ('punct', 18, 1), ('amod', 4, 2), ('det', 4, 3), ('nsubj', 18, 4), ('nsubj', 7, 5), ('mark', 7, 6), ('acl', 4, 7), ('mark', 10, 8), ('mark', 10, 9), ('ccomp', 7, 10), ('det', 12, 11), ('obj', 10, 12), ('case', 16, 13), ('det', 16, 14), ('compound', 16, 15), ('obl', 10, 16), ('cop', 18, 17), ('punct', 18, 19), ('punct', 18, 20)]",
282,140424_14,ob,when I define a provider…,' -1 for adding a dependency to CDI I find it a bit annoying as a user when I define a provider in the XML descriptor but I also have to use a qualifier in my injection points.',,,,,I ,I ,"[(""'"", '``'), ('-1', 'NN'), ('for', 'IN'), ('adding', 'VBG'), ('a', 'DT'), ('dependency', 'NN'), ('to', 'IN'), ('CDI', 'NNP'), ('I', 'PRP'), ('find', 'VBP'), ('it', 'PRP'), ('a', 'DT'), ('bit', 'NN'), ('annoying', 'JJ'), ('as', 'IN'), ('a', 'DT'), ('user', 'NN'), ('when', 'WRB'), ('I', 'PRP'), ('define', 'VBP'), ('a', 'DT'), ('provider', 'NN'), ('in', 'IN'), ('the', 'DT'), ('XML', 'NN'), ('descriptor', 'NN'), ('but', 'CC'), ('I', 'PRP'), ('also', 'RB'), ('have', 'VBP'), ('to', 'TO'), ('use', 'VB'), ('a', 'DT'), ('qualifier', 'NN'), ('in', 'IN'), ('my', 'PRP$'), ('injection', 'NN'), ('points', 'NNS'), ('.', '.'), (""'"", ""''"")]","[('ROOT', 0, 10), ('punct', 10, 1), ('nsubj', 10, 2), ('case', 4, 3), ('obl', 10, 4), ('det', 6, 5), ('obj', 4, 6), ('case', 8, 7), ('nmod', 6, 8), ('nsubj', 10, 9), ('nsubj', 14, 11), ('det', 13, 12), ('dep', 14, 13), ('xcomp', 10, 14), ('case', 17, 15), ('det', 17, 16), ('obl', 14, 17), ('advmod', 20, 18), ('nsubj', 20, 19), ('advcl', 10, 20), ('det', 22, 21), ('obj', 20, 22), ('case', 26, 23), ('det', 26, 24), ('compound', 26, 25), ('nmod', 22, 26), ('cc', 30, 27), ('nsubj', 30, 28), ('advmod', 30, 29), ('conj', 20, 30), ('mark', 32, 31), ('ccomp', 30, 32), ('det', 34, 33), ('obj', 32, 34), ('case', 38, 35), ('nmod:poss', 38, 36), ('compound', 38, 37), ('obl', 32, 38), ('punct', 10, 39), ('punct', 10, 40)]",
283,23560_1,ob,this,'I do not like this too much.',,,,,,,"[(""'"", '``'), ('I', 'PRP'), ('do', 'VBP'), ('not', 'RB'), ('like', 'IN'), ('this', 'DT'), ('too', 'RB'), ('much', 'JJ'), ('.', '.'), (""'"", ""''"")]","[('ROOT', 0, 1), ('dep', 1, 2), ('dep', 2, 3), ('advmod', 6, 4), ('case', 6, 5), ('obl', 3, 6), ('advmod', 8, 7), ('dep', 6, 8), ('punct', 2, 9), ('punct', 2, 10)]",I I 
284,187958_8,ob,hacking,'So yes using the XMLEntityResolver works better turning this solution from an awkward hack to a merely annoying workaround.',,,,,,,"[(""'"", '``'), ('So', 'RB'), ('yes', 'UH'), ('using', 'VBG'), ('the', 'DT'), ('XMLEntityResolver', 'NN'), ('works', 'VBZ'), ('better', 'RBR'), ('turning', 'VBG'), ('this', 'DT'), ('solution', 'NN'), ('from', 'IN'), ('an', 'DT'), ('awkward', 'JJ'), ('hack', 'NN'), ('to', 'IN'), ('a', 'DT'), ('merely', 'RB'), ('annoying', 'JJ'), ('workaround', 'NN'), ('.', '.'), (""'"", ""''"")]","[('ROOT', 0, 7), ('punct', 7, 1), ('advmod', 7, 2), ('discourse', 7, 3), ('csubj', 7, 4), ('det', 6, 5), ('obj', 4, 6), ('advmod', 9, 8), ('dep', 7, 9), ('det', 11, 10), ('obj', 9, 11), ('case', 15, 12), ('det', 15, 13), ('amod', 15, 14), ('obl', 9, 15), ('case', 20, 16), ('det', 20, 17), ('advmod', 19, 18), ('amod', 20, 19), ('obl', 9, 20), ('punct', 7, 21), ('punct', 7, 22)]",
285,146027_1,ob,issue,'I am submitting a simple patch to solve this annoying issue.',,,,,I ,,"[(""'"", '``'), ('I', 'PRP'), ('am', 'VBP'), ('submitting', 'VBG'), ('a', 'DT'), ('simple', 'JJ'), ('patch', 'NN'), ('to', 'TO'), ('solve', 'VB'), ('this', 'DT'), ('annoying', 'JJ'), ('issue', 'NN'), ('.', '.'), (""'"", ""''"")]","[('ROOT', 0, 4), ('punct', 4, 1), ('nsubj', 4, 2), ('aux', 4, 3), ('det', 7, 5), ('amod', 7, 6), ('obj', 4, 7), ('mark', 9, 8), ('xcomp', 4, 9), ('det', 12, 10), ('amod', 12, 11), ('obj', 9, 12), ('punct', 4, 13), ('punct', 4, 14)]",
286,135966_4,ob,all variables are …,'Also all variables except dates are defined not-null instead of a null for a FK string they use a single space really annoying.',,,,,they ,they ,"[(""'"", '``'), ('Also', 'RB'), ('all', 'DT'), ('variables', 'NNS'), ('except', 'IN'), ('dates', 'NNS'), ('are', 'VBP'), ('defined', 'VBN'), ('not', 'RB'), ('-', 'HYPH'), ('null', 'JJ'), ('instead', 'RB'), ('of', 'IN'), ('a', 'DT'), ('null', 'JJ'), ('for', 'IN'), ('a', 'DT'), ('FK', 'NNP'), ('string', 'NN'), ('they', 'PRP'), ('use', 'VBP'), ('a', 'DT'), ('single', 'JJ'), ('space', 'NN'), ('really', 'RB'), ('annoying', 'JJ'), ('.', '.'), (""'"", ""''"")]","[('ROOT', 0, 1), ('advmod', 8, 2), ('det', 4, 3), ('nsubj:pass', 8, 4), ('case', 6, 5), ('nmod', 4, 6), ('aux:pass', 8, 7), ('dep', 1, 8), ('advmod', 11, 9), ('punct', 11, 10), ('xcomp', 8, 11), ('case', 15, 12), ('fixed', 12, 13), ('det', 15, 14), ('obl', 11, 15), ('case', 19, 16), ('det', 19, 17), ('compound', 19, 18), ('obl', 21, 19), ('nsubj', 21, 20), ('acl:relcl', 15, 21), ('det', 24, 22), ('amod', 24, 23), ('obj', 21, 24), ('advmod', 26, 25), ('amod', 24, 26), ('punct', 8, 27), ('punct', 8, 28)]",I 
287,135151_1,ob,this,'I found this annoying so I has a crack at it.',,,,,,I ,"[(""'"", '``'), ('I', 'PRP'), ('found', 'VBD'), ('this', 'DT'), ('annoying', 'JJ'), ('so', 'RB'), ('I', 'PRP'), ('has', 'VBZ'), ('a', 'DT'), ('crack', 'NN'), ('at', 'IN'), ('it', 'PRP'), ('.', '.'), (""'"", ""''"")]","[('ROOT', 0, 3), ('punct', 3, 1), ('nsubj', 3, 2), ('det', 5, 4), ('obj', 3, 5), ('advmod', 8, 6), ('nsubj', 8, 7), ('parataxis', 3, 8), ('det', 10, 9), ('obj', 8, 10), ('case', 12, 11), ('obl', 8, 12), ('punct', 3, 13), ('punct', 3, 14)]",they they 
288,313228_1,ob,that uploads are..,'Annoying that uploads are so hard to test even with Selenium.',,,,,,,"[(""'"", '``'), ('Annoying', 'VBG'), ('that', 'DT'), ('uploads', 'NNS'), ('are', 'VBP'), ('so', 'RB'), ('hard', 'JJ'), ('to', 'TO'), ('test', 'VB'), ('even', 'RB'), ('with', 'IN'), ('Selenium', 'NN'), ('.', '.'), (""'"", ""''"")]","[('ROOT', 0, 7), ('punct', 7, 1), ('nsubj', 7, 2), ('det', 4, 3), ('obj', 2, 4), ('cop', 7, 5), ('advmod', 7, 6), ('mark', 9, 8), ('xcomp', 7, 9), ('advmod', 12, 10), ('case', 12, 11), ('obl', 9, 12), ('punct', 7, 13), ('punct', 7, 14)]",I 
289,176103_2,ob,confusion,'The confusion and mixup between OgnlValueStack ActionContext ActionInvocation etc is too much.',,,,,,,"[(""'"", '``'), ('The', 'DT'), ('confusion', 'NN'), ('and', 'CC'), ('mixup', 'NN'), ('between', 'IN'), ('OgnlValueStack', 'NNP'), ('ActionContext', 'NNP'), ('ActionInvocation', 'NNP'), ('etc', 'FW'), ('is', 'VBZ'), ('too', 'RB'), ('much', 'JJ'), ('.', '.'), (""'"", ""''"")]","[('ROOT', 0, 13), ('punct', 13, 1), ('det', 3, 2), ('nsubj', 13, 3), ('cc', 5, 4), ('conj', 3, 5), ('case', 9, 6), ('compound', 9, 7), ('compound', 9, 8), ('nmod', 3, 9), ('nsubj', 13, 10), ('cop', 13, 11), ('advmod', 13, 12), ('punct', 13, 14), ('punct', 13, 15)]",
290,280436_1,ob,it,'Moving out to 2.3.0 I do not think this is an 'urgent' fix but it is annoying .',,,,,,I ,"[(""'"", '``'), ('Moving', 'VBG'), ('out', 'RP'), ('to', 'IN'), ('2.3.0', 'NN'), ('I', 'PRP'), ('do', 'VBP'), ('not', 'RB'), ('think', 'VB'), ('this', 'DT'), ('is', 'VBZ'), ('an', 'DT'), (""'"", '``'), ('urgent', 'JJ'), (""'"", ""''""), ('fix', 'NN'), ('but', 'CC'), ('it', 'PRP'), ('is', 'VBZ'), ('annoying', 'JJ'), ('.', '.'), (""'"", ""''"")]","[('ROOT', 0, 16), ('punct', 16, 1), ('nsubj', 16, 2), ('compound:prt', 2, 3), ('case', 5, 4), ('obl', 2, 5), ('nsubj', 9, 6), ('aux', 9, 7), ('advmod', 9, 8), ('parataxis', 2, 9), ('obj', 9, 10), ('cop', 16, 11), ('det', 16, 12), ('punct', 16, 13), ('amod', 16, 14), ('punct', 16, 15), ('cc', 20, 17), ('nsubj', 20, 18), ('cop', 20, 19), ('conj', 16, 20), ('punct', 16, 21), ('punct', 16, 22)]",
291,2079310_1,self,me,'Stupid me.',,,,,,,"[(""'"", '``'), ('Stupid', 'JJ'), ('me', 'PRP'), ('.', '.'), (""'"", ""''"")]","[('ROOT', 0, 3), ('punct', 3, 1), ('amod', 3, 2), ('punct', 3, 4), ('punct', 3, 5)]",I 
292,14355_1,oth,you (implicito) ,'I see you are hacking around our nice APIs and then complain it does not work thanks that helps I will make a test using a free form fieldbridge.',,,,,I ,I ,"[(""'"", '``'), ('I', 'PRP'), ('see', 'VBP'), ('you', 'PRP'), ('are', 'VBP'), ('hacking', 'VBG'), ('around', 'IN'), ('our', 'PRP$'), ('nice', 'JJ'), ('APIs', 'NNS'), ('and', 'CC'), ('then', 'RB'), ('complain', 'VBP'), ('it', 'PRP'), ('does', 'VBZ'), ('not', 'RB'), ('work', 'VB'), ('thanks', 'NNS'), ('that', 'WDT'), ('helps', 'VBZ'), ('I', 'PRP'), ('will', 'MD'), ('make', 'VB'), ('a', 'DT'), ('test', 'NN'), ('using', 'VBG'), ('a', 'DT'), ('free', 'JJ'), ('form', 'NN'), ('fieldbridge', 'NN'), ('.', '.'), (""'"", ""''"")]","[('ROOT', 0, 6), ('punct', 6, 1), ('nsubj', 3, 2), ('parataxis', 6, 3), ('nsubj', 6, 4), ('aux', 6, 5), ('case', 10, 7), ('nmod:poss', 10, 8), ('amod', 10, 9), ('obl', 6, 10), ('cc', 13, 11), ('advmod', 13, 12), ('conj', 6, 13), ('nsubj', 17, 14), ('aux', 17, 15), ('advmod', 17, 16), ('ccomp', 13, 17), ('obj', 17, 18), ('nsubj', 20, 19), ('acl:relcl', 18, 20), ('nsubj', 23, 21), ('aux', 23, 22), ('ccomp', 20, 23), ('det', 25, 24), ('obj', 23, 25), ('acl', 25, 26), ('det', 30, 27), ('amod', 29, 28), ('compound', 30, 29), ('obj', 26, 30), ('punct', 6, 31), ('punct', 6, 32)]",
293,150845_1,ob,that/error,'wow that is a really dumb error!',,,,,,,"[(""'"", '``'), ('wow', 'UH'), ('that', 'DT'), ('is', 'VBZ'), ('a', 'DT'), ('really', 'RB'), ('dumb', 'JJ'), ('error', 'NN'), ('!', '.'), (""'"", ""''"")]","[('ROOT', 0, 8), ('punct', 8, 1), ('discourse', 8, 2), ('nsubj', 8, 3), ('cop', 8, 4), ('det', 8, 5), ('advmod', 7, 6), ('amod', 8, 7), ('punct', 8, 9), ('punct', 8, 10)]",I it I 
294,133640_5,ob,bug,'This bug is really annonying because RHEL 5 install version 5 of MySQL No support on MySQL 4 MySQL 4 is at end of his lifecycle in JPA it is so ugly to change our code from boolean to int a search in google 'MySQL 5 boolean BIT problem' shows so many desesperate people credibility of jboss this bug is so annoying that my team does not understand that it could be possible they are afraid that it could have other ugly bugs.. Laurent Mallet CTO of Oxalya ',,,,,it ,,"[(""'"", '``'), ('This', 'DT'), ('bug', 'NN'), ('is', 'VBZ'), ('really', 'RB'), ('annonying', 'VBG'), ('because', 'IN'), ('RHEL', 'NN'), ('5', 'CD'), ('install', 'VBP'), ('version', 'NN'), ('5', 'CD'), ('of', 'IN'), ('MySQL', 'NNP'), ('No', 'NNP'), ('support', 'NN'), ('on', 'IN'), ('MySQL', 'NN'), ('4', 'CD'), ('MySQL', 'NN'), ('4', 'CD'), ('is', 'VBZ'), ('at', 'IN'), ('end', 'NN'), ('of', 'IN'), ('his', 'PRP$'), ('lifecycle', 'NN'), ('in', 'IN'), ('JPA', 'NNP'), ('it', 'PRP'), ('is', 'VBZ'), ('so', 'RB'), ('ugly', 'JJ'), ('to', 'TO'), ('change', 'VB'), ('our', 'PRP$'), ('code', 'NN'), ('from', 'IN'), ('boolean', 'JJ'), ('to', 'IN'), ('int', 'NN'), ('a', 'DT'), ('search', 'NN'), ('in', 'IN'), ('google', 'NNP'), (""'"", 'POS'), ('MySQL', 'NN'), ('5', 'CD'), ('boolean', 'JJ'), ('BIT', 'NN'), ('problem', 'NN'), (""'"", ""''""), ('shows', 'VBZ'), ('so', 'RB'), ('many', 'JJ'), ('desesperate', 'JJ'), ('people', 'NNS'), ('credibility', 'NN'), ('of', 'IN'), ('jboss', 'NN'), ('this', 'DT'), ('bug', 'NN'), ('is', 'VBZ'), ('so', 'RB'), ('annoying', 'JJ'), ('that', 'IN'), ('my', 'PRP$'), ('team', 'NN'), ('does', 'VBZ'), ('not', 'RB'), ('understand', 'VB'), ('that', 'IN'), ('it', 'PRP'), ('could', 'MD'), ('be', 'VB'), ('possible', 'JJ'), ('they', 'PRP'), ('are', 'VBP'), ('afraid', 'JJ'), ('that', 'IN'), ('it', 'PRP'), ('could', 'MD'), ('have', 'VB'), ('other', 'JJ'), ('ugly', 'JJ'), ('bugs', 'NNS'), ('.', '.'), ('.', '.'), ('Laurent', 'NNP'), ('Mallet', 'NNP'), ('CTO', 'NNP'), ('of', 'IN'), ('Oxalya', 'NNP'), (""'"", 'POS')]","[('ROOT', 0, 1), ('det', 3, 2), ('nsubj', 6, 3), ('aux', 6, 4), ('advmod', 6, 5), ('dep', 1, 6), ('mark', 10, 7), ('nsubj', 10, 8), ('nummod', 8, 9), ('csubj', 24, 10), ('obj', 10, 11), ('nummod', 11, 12), ('case', 16, 13), ('compound', 16, 14), ('compound', 16, 15), ('nmod', 11, 16), ('case', 20, 17), ('compound', 20, 18), ('nummod', 18, 19), ('obl', 10, 20), ('nummod', 20, 21), ('cop', 24, 22), ('case', 24, 23), ('ccomp', 6, 24), ('case', 27, 25), ('nmod:poss', 27, 26), ('nmod', 24, 27), ('case', 29, 28), ('nmod', 27, 29), ('nsubj', 33, 30), ('cop', 33, 31), ('advmod', 33, 32), ('parataxis', 24, 33), ('mark', 35, 34), ('xcomp', 33, 35), ('nmod:poss', 37, 36), ('obj', 35, 37), ('case', 39, 38), ('advcl', 35, 39), ('case', 41, 40), ('obl', 39, 41), ('det', 43, 42), ('dep', 39, 43), ('case', 51, 44), ('nmod:poss', 51, 45), ('case', 45, 46), ('compound', 51, 47), ('nummod', 47, 48), ('amod', 51, 49), ('compound', 51, 50), ('nmod', 43, 51), ('punct', 35, 52), ('dep', 35, 53), ('advmod', 55, 54), ('amod', 57, 55), ('amod', 57, 56), ('obj', 53, 57), ('dep', 65, 58), ('case', 60, 59), ('nmod', 58, 60), ('det', 62, 61), ('nsubj', 65, 62), ('cop', 65, 63), ('advmod', 65, 64), ('dep', 57, 65), ('mark', 71, 66), ('nmod:poss', 68, 67), ('nsubj', 71, 68), ('aux', 71, 69), ('advmod', 71, 70), ('ccomp', 65, 71), ('mark', 76, 72), ('nsubj', 76, 73), ('aux', 76, 74), ('cop', 76, 75), ('ccomp', 71, 76), ('nsubj', 79, 77), ('cop', 79, 78), ('parataxis', 76, 79), ('mark', 83, 80), ('nsubj', 83, 81), ('aux', 83, 82), ('ccomp', 79, 83), ('amod', 86, 84), ('amod', 86, 85), ('obj', 83, 86), ('punct', 6, 87), ('ROOT', 0, 1), ('ROOT', 0, 3), ('compound', 3, 1), ('compound', 3, 2), ('case', 5, 4), ('nmod', 3, 5), ('case', 5, 6)]",
295,77362_5,ob,guessing,'Still this guessing that Hibernate does here strikes me as ugly and I will from here on specify by defining the 'hibernate.connection.provider_class' property whether it is required or not. ',,,,,,,"[(""'"", '``'), ('Still', 'RB'), ('this', 'DT'), ('guessing', 'VBG'), ('that', 'DT'), ('Hibernate', 'VB'), ('does', 'VBZ'), ('here', 'RB'), ('strikes', 'VBZ'), ('me', 'PRP'), ('as', 'IN'), ('ugly', 'JJ'), ('and', 'CC'), ('I', 'PRP'), ('will', 'MD'), ('from', 'IN'), ('here', 'RB'), ('on', 'IN'), ('specify', 'VB'), ('by', 'IN'), ('defining', 'VBG'), ('the', 'DT'), (""'"", '``'), ('hibernate.connection.provider_class', 'NN'), (""'"", ""''""), ('property', 'NN'), ('whether', 'IN'), ('it', 'PRP'), ('is', 'VBZ'), ('required', 'VBN'), ('or', 'CC'), ('not', 'RB'), ('.', '.'), (""'"", ""''"")]","[('ROOT', 0, 1), ('advmod', 4, 2), ('nsubj', 4, 3), ('dep', 1, 4), ('mark', 9, 5), ('nsubj', 9, 6), ('aux', 9, 7), ('advmod', 9, 8), ('ccomp', 4, 9), ('obj', 9, 10), ('case', 12, 11), ('advcl', 9, 12), ('dep', 4, 13), ('dep', 13, 14), ('dep', 14, 15), ('case', 17, 16), ('advcl', 15, 17), ('case', 19, 18), ('obl', 17, 19), ('case', 21, 20), ('obl', 17, 21), ('det', 26, 22), ('punct', 26, 23), ('compound', 26, 24), ('punct', 26, 25), ('dep', 17, 26), ('mark', 30, 27), ('nsubj:pass', 30, 28), ('aux:pass', 30, 29), ('ccomp', 26, 30), ('cc', 30, 31), ('advmod', 30, 32), ('punct', 4, 33), ('punct', 4, 34)]",it 
296,33614_2,ob,exceptions,'I have seen many situations in which new JPA 2.0 style derived identities cause horrible mapping exceptions essentially making the underlying ORM useless with these mappings.',,,,,I ,,"[(""'"", '``'), ('I', 'PRP'), ('have', 'VBP'), ('seen', 'VBN'), ('many', 'JJ'), ('situations', 'NNS'), ('in', 'IN'), ('which', 'WDT'), ('new', 'JJ'), ('JPA', 'NN'), ('2.0', 'CD'), ('style', 'NN'), ('derived', 'VBN'), ('identities', 'NNS'), ('cause', 'VBP'), ('horrible', 'JJ'), ('mapping', 'NN'), ('exceptions', 'NNS'), ('essentially', 'RB'), ('making', 'VBG'), ('the', 'DT'), ('underlying', 'VBG'), ('ORM', 'NN'), ('useless', 'JJ'), ('with', 'IN'), ('these', 'DT'), ('mappings', 'NNS'), ('.', '.'), (""'"", ""''"")]","[('ROOT', 0, 1), ('nsubj', 4, 2), ('aux', 4, 3), ('dep', 1, 4), ('amod', 6, 5), ('obj', 4, 6), ('case', 8, 7), ('obl', 13, 8), ('amod', 12, 9), ('compound', 12, 10), ('nummod', 10, 11), ('nsubj', 13, 12), ('acl:relcl', 6, 13), ('nsubj', 15, 14), ('ccomp', 13, 15), ('amod', 18, 16), ('compound', 18, 17), ('obj', 15, 18), ('advmod', 20, 19), ('acl', 18, 20), ('det', 23, 21), ('amod', 23, 22), ('nsubj', 24, 23), ('xcomp', 20, 24), ('case', 27, 25), ('det', 27, 26), ('obl', 24, 27), ('punct', 4, 28), ('punct', 4, 29)]",
297,318959_2,ob,typo,'The typo is annoying but does not otherwise break anything.',,,,,,,"[(""'"", '``'), ('The', 'DT'), ('typo', 'NN'), ('is', 'VBZ'), ('annoying', 'JJ'), ('but', 'CC'), ('does', 'VBZ'), ('not', 'RB'), ('otherwise', 'RB'), ('break', 'VB'), ('anything', 'NN'), ('.', '.'), (""'"", ""''"")]","[('ROOT', 0, 1), ('det', 3, 2), ('nsubj', 5, 3), ('cop', 5, 4), ('dep', 1, 5), ('cc', 10, 6), ('aux', 10, 7), ('advmod', 10, 8), ('advmod', 10, 9), ('conj', 5, 10), ('obj', 10, 11), ('punct', 5, 12), ('punct', 5, 13)]",I 
298,164379_16,ob,filter,'If the implementation of the interface has no choice but enumerating each applications and then check the filter is worthless of being pushed back.',,,,,,,"[(""'"", '``'), ('If', 'IN'), ('the', 'DT'), ('implementation', 'NN'), ('of', 'IN'), ('the', 'DT'), ('interface', 'NN'), ('has', 'VBZ'), ('no', 'DT'), ('choice', 'NN'), ('but', 'CC'), ('enumerating', 'VBG'), ('each', 'DT'), ('applications', 'NNS'), ('and', 'CC'), ('then', 'RB'), ('check', 'VB'), ('the', 'DT'), ('filter', 'NN'), ('is', 'VBZ'), ('worthless', 'JJ'), ('of', 'IN'), ('being', 'VBG'), ('pushed', 'VBN'), ('back', 'RB'), ('.', '.'), (""'"", ""''"")]","[('ROOT', 0, 1), ('mark', 8, 2), ('det', 4, 3), ('nsubj', 8, 4), ('case', 7, 5), ('det', 7, 6), ('nmod', 4, 7), ('csubj', 21, 8), ('det', 10, 9), ('obj', 8, 10), ('cc', 12, 11), ('conj', 8, 12), ('det', 14, 13), ('obj', 12, 14), ('cc', 17, 15), ('advmod', 17, 16), ('conj', 8, 17), ('det', 19, 18), ('obj', 17, 19), ('cop', 21, 20), ('dep', 1, 21), ('mark', 24, 22), ('aux:pass', 24, 23), ('advcl', 21, 24), ('advmod', 24, 25), ('punct', 21, 26), ('punct', 21, 27)]",
